Review Rating,Age,Gender,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Subscription Status,Payment Method,Shipping Type,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
4.3,61,Male,Skirt,43,Idaho,L,Lavender,Fall,Yes,Debit Card,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,21,PayPal,Quarterly
4.9,64,Male,Boots,31,Illinois,M,Violet,Fall,Yes,Debit Card,Store_Pickup,Store_Pickup,Yes,Yes,9,Bank Transfer,Fortnightly
3.3,51,Male,Sandals,81,South Dakota,L,Green,Fall,Yes,Cash,Store_Pickup,Store_Pickup,Yes,Yes,12,Debit Card,Fortnightly
4.7,32,Male,Pants,61,Massachusetts,M,Beige,Summer,Yes,Venmo,Next_Day_Air,Next_Day_Air,Yes,Yes,4,Bank Transfer,Weekly
2.8,38,Male,Gloves,96,Alabama,XL,Purple,Summer,Yes,Venmo,Store_Pickup,Store_Pickup,Yes,Yes,10,Debit Card,Annually
3.6,58,Male,Skirt,29,Ohio,XL,Beige,Spring,Yes,Bank Transfer,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,26,Credit Card,Weekly
3.0,32,Male,Sneakers,33,Hawaii,L,Cyan,Spring,Yes,Cash,Express,Express,Yes,Yes,40,Cash,Fortnightly
4.5,46,Male,T-shirt,32,Wisconsin,XL,Silver,Summer,Yes,Bank Transfer,Store_Pickup,Store_Pickup,Yes,Yes,34,Bank Transfer,Fortnightly
2.9,39,Male,Backpack,56,Minnesota,S,Lavender,Summer,Yes,Debit Card,Standard,Standard,Yes,Yes,31,Debit Card,Annually
3.3,19,Male,Shoes,94,Georgia,S,Purple,Spring,Yes,Credit Card,Store_Pickup,Store_Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly
3.1,50,Male,Hoodie,53,Arkansas,M,Pink,Spring,Yes,Credit Card,Express,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly
4.4,36,Male,Blouse,82,West Virginia,M,Maroon,Fall,Yes,Venmo,Next_Day_Air,Next_Day_Air,Yes,Yes,4,Credit Card,Weekly
3.0,65,Male,Coat,70,Indiana,XL,Beige,Fall,Yes,Venmo,Free_Shipping,Free_Shipping,Yes,Yes,48,Venmo,Quarterly
3.9,64,Male,Hat,76,Utah,M,Gray,Fall,Yes,Credit Card,Free_Shipping,Free_Shipping,Yes,Yes,29,Cash,Every 3 Months
2.9,46,Male,Shoes,29,Nebraska,L,Turquoise,Summer,Yes,Venmo,Express,Express,Yes,Yes,12,PayPal,Bi-Weekly
3.0,36,Male,Belt,100,North Dakota,S,Silver,Fall,Yes,PayPal,Standard,Standard,Yes,Yes,29,Venmo,Annually
3.1,51,Male,Backpack,94,Missouri,M,Olive,Spring,Yes,Venmo,Express,Express,Yes,Yes,15,Debit Card,Quarterly
4.3,51,Male,Jacket,25,New York,M,Magenta,Fall,Yes,Credit Card,Free_Shipping,Free_Shipping,Yes,Yes,34,Credit Card,Monthly
3.9,38,Male,Boots,88,Washington,M,Lavender,Summer,Yes,Cash,Next_Day_Air,Next_Day_Air,Yes,Yes,41,Credit Card,Fortnightly
3.2,59,Male,Scarf,78,South Carolina,M,Black,Fall,Yes,Debit Card,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,41,Credit Card,Monthly
4.8,57,Male,Jewelry,45,Utah,M,Turquoise,Winter,Yes,Cash,Standard,Standard,Yes,Yes,39,Credit Card,Fortnightly
3.8,54,Male,Hat,73,Idaho,XL,Green,Summer,Yes,Debit Card,Express,Express,Yes,Yes,32,Cash,Weekly
3.3,25,Male,Dress,61,Pennsylvania,S,Teal,Summer,Yes,PayPal,Next_Day_Air,Next_Day_Air,Yes,Yes,29,Venmo,Monthly
4.3,69,Male,Blouse,22,Missouri,S,Beige,Fall,Yes,Bank Transfer,Free_Shipping,Free_Shipping,Yes,Yes,15,Bank Transfer,Annually
2.7,57,Male,Hat,38,Nebraska,L,Magenta,Spring,Yes,Bank Transfer,Express,Express,Yes,Yes,33,Venmo,Annually
3.2,70,Male,Scarf,38,Indiana,S,Yellow,Fall,Yes,PayPal,Next_Day_Air,Next_Day_Air,Yes,Yes,18,Bank Transfer,Weekly
4.0,24,Male,Sneakers,100,Arizona,M,Yellow,Fall,Yes,PayPal,Store_Pickup,Store_Pickup,Yes,Yes,35,Cash,Bi-Weekly
3.0,67,Male,Shirt,64,Hawaii,M,Silver,Winter,Yes,Bank Transfer,Standard,Standard,Yes,Yes,25,PayPal,Weekly
4.2,24,Male,T-shirt,55,Wisconsin,L,Silver,Summer,Yes,Venmo,Free_Shipping,Free_Shipping,Yes,Yes,6,Venmo,Fortnightly
2.9,62,Male,Gloves,91,Rhode Island,M,Silver,Summer,Yes,Venmo,Express,Express,Yes,Yes,17,Bank Transfer,Bi-Weekly
4.1,57,Male,Skirt,38,Wisconsin,M,Gold,Spring,Yes,Cash,Store_Pickup,Store_Pickup,Yes,Yes,17,Credit Card,Monthly
3.2,55,Male,Sandals,97,Minnesota,S,Olive,Winter,Yes,Bank Transfer,Store_Pickup,Store_Pickup,Yes,Yes,44,Cash,Every 3 Months
3.0,45,Male,Jacket,22,Vermont,L,Teal,Fall,Yes,Venmo,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,6,PayPal,Fortnightly
4.2,69,Male,Skirt,92,South Dakota,L,Maroon,Fall,Yes,Venmo,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,45,Debit Card,Fortnightly
4.2,67,Male,Handbag,84,Virginia,L,Blue,Fall,Yes,Venmo,Express,Express,Yes,Yes,7,Debit Card,Annually
4.4,30,Male,Handbag,93,Nevada,L,Peach,Fall,Yes,Cash,Store_Pickup,Store_Pickup,Yes,Yes,11,Debit Card,Every 3 Months
4.2,24,Male,Jacket,50,Hawaii,L,Blue,Summer,Yes,Cash,Next_Day_Air,Next_Day_Air,Yes,Yes,41,Cash,Every 3 Months
2.8,62,Male,Scarf,64,New Jersey,S,Orange,Spring,Yes,Bank Transfer,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,24,PayPal,Bi-Weekly
3.7,43,Male,Shorts,61,Massachusetts,L,Yellow,Spring,Yes,Cash,Free_Shipping,Free_Shipping,Yes,Yes,21,Venmo,Weekly
3.5,35,Male,Sunglasses,48,Oklahoma,M,Purple,Winter,Yes,Venmo,Next_Day_Air,Next_Day_Air,Yes,Yes,24,Bank Transfer,Annually
2.9,28,Male,T-shirt,45,California,S,Magenta,Spring,Yes,Credit Card,Store_Pickup,Store_Pickup,Yes,Yes,8,Credit Card,Quarterly
3.0,32,Male,Belt,88,Nevada,M,Cyan,Spring,Yes,Venmo,Free_Shipping,Free_Shipping,Yes,Yes,12,Cash,Fortnightly
3.7,39,Male,Sneakers,57,Arizona,S,Indigo,Spring,Yes,Debit Card,Express,Express,Yes,Yes,48,Debit Card,Fortnightly
4.4,28,Male,Hat,68,North Carolina,XL,Magenta,Summer,Yes,Debit Card,Store_Pickup,Store_Pickup,Yes,Yes,6,Bank Transfer,Quarterly
4.5,47,Male,Gloves,94,New York,XL,Gray,Spring,Yes,Venmo,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,14,PayPal,Fortnightly
4.8,20,Male,Pants,41,Wyoming,M,Turquoise,Spring,Yes,Venmo,Free_Shipping,Free_Shipping,Yes,Yes,34,PayPal,Annually
2.9,63,Male,Socks,83,South Dakota,S,Beige,Summer,Yes,PayPal,Free_Shipping,Free_Shipping,Yes,Yes,12,Cash,Every 3 Months
3.2,25,Male,Jacket,22,Arkansas,M,Olive,Spring,Yes,Debit Card,Next_Day_Air,Next_Day_Air,Yes,Yes,11,Bank Transfer,Annually
3.3,29,Male,Shoes,74,Texas,L,Violet,Spring,Yes,Cash,Free_Shipping,Free_Shipping,Yes,Yes,5,PayPal,Monthly
4.2,50,Male,Jeans,90,Rhode Island,M,Turquoise,Winter,Yes,Venmo,Standard,Standard,Yes,Yes,25,Venmo,Fortnightly
2.9,18,Male,Socks,79,New Hampshire,M,White,Spring,Yes,Credit Card,Store_Pickup,Store_Pickup,Yes,Yes,11,Credit Card,Annually
4.6,70,Male,Sandals,28,Ohio,S,Silver,Spring,Yes,Cash,Next_Day_Air,Next_Day_Air,Yes,Yes,27,PayPal,Every 3 Months
4.1,66,Male,Scarf,88,Utah,L,Olive,Fall,Yes,Venmo,Standard,Standard,Yes,Yes,43,Credit Card,Annually
3.1,28,Male,Blouse,26,Tennessee,M,Blue,Spring,Yes,Bank Transfer,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,18,Debit Card,Every 3 Months
4.2,54,Male,Jewelry,27,Hawaii,L,Purple,Winter,Yes,Bank Transfer,Express,Express,Yes,Yes,32,Bank Transfer,Bi-Weekly
4.5,19,Male,Sweater,83,Arizona,XL,Yellow,Fall,Yes,PayPal,Next_Day_Air,Next_Day_Air,Yes,Yes,27,Bank Transfer,Every 3 Months
3.7,20,Male,Gloves,39,South Dakota,S,Silver,Summer,Yes,PayPal,Next_Day_Air,Next_Day_Air,Yes,Yes,24,Credit Card,Weekly
3.7,43,Male,Sunglasses,89,New Jersey,M,Cyan,Winter,Yes,Cash,Free_Shipping,Free_Shipping,Yes,Yes,31,Debit Card,Quarterly
3.4,38,Male,Coat,68,North Dakota,L,Green,Winter,Yes,Debit Card,Next_Day_Air,Next_Day_Air,Yes,Yes,39,PayPal,Fortnightly
3.0,50,Male,Dress,90,Iowa,M,Beige,Summer,Yes,Venmo,Store_Pickup,Store_Pickup,Yes,Yes,36,Debit Card,Fortnightly
4.2,64,Male,Skirt,34,Ohio,M,Peach,Fall,Yes,Debit Card,Free_Shipping,Free_Shipping,Yes,Yes,5,Cash,Annually
2.9,49,Male,Pants,51,Vermont,L,Yellow,Summer,Yes,PayPal,Express,Express,Yes,Yes,47,Credit Card,Bi-Weekly
3.5,47,Male,Sweater,45,Montana,XL,Turquoise,Winter,Yes,Credit Card,Free_Shipping,Free_Shipping,Yes,Yes,29,Bank Transfer,Fortnightly
4.1,36,Male,Hoodie,88,Delaware,M,Peach,Winter,Yes,PayPal,Free_Shipping,Free_Shipping,Yes,Yes,43,Venmo,Bi-Weekly
4.3,55,Male,Coat,85,New York,L,Gray,Summer,Yes,Credit Card,Store_Pickup,Store_Pickup,Yes,Yes,40,Debit Card,Every 3 Months
2.8,25,Male,Jewelry,100,Kentucky,M,Olive,Winter,Yes,Credit Card,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,4,Debit Card,Monthly
4.9,53,Male,Belt,42,Oregon,S,Indigo,Spring,Yes,Debit Card,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,39,PayPal,Weekly
3.3,49,Male,Sandals,53,Rhode Island,L,Charcoal,Summer,Yes,Cash,Next_Day_Air,Next_Day_Air,Yes,Yes,45,Venmo,Fortnightly
3.2,35,Male,Sunglasses,86,Nevada,XL,Beige,Spring,Yes,Credit Card,Express,Express,Yes,Yes,20,Venmo,Bi-Weekly
4.4,29,Male,Sweater,66,Montana,XL,Brown,Spring,Yes,Credit Card,Standard,Standard,Yes,Yes,14,Debit Card,Weekly
4.8,47,Male,Belt,100,Pennsylvania,M,Blue,Winter,Yes,Venmo,Express,Express,Yes,Yes,33,PayPal,Weekly
4.2,53,Male,Handbag,47,Alaska,S,Teal,Fall,Yes,Cash,Standard,Standard,Yes,Yes,18,Credit Card,Annually
4.0,33,Male,Skirt,25,Mississippi,L,Black,Fall,Yes,Debit Card,Express,Express,Yes,Yes,9,Bank Transfer,Weekly
2.5,21,Male,Handbag,51,Wyoming,XL,Gold,Winter,Yes,PayPal,Standard,Standard,Yes,Yes,34,PayPal,Annually
3.9,32,Male,Shorts,41,Delaware,M,Violet,Summer,Yes,Cash,Free_Shipping,Free_Shipping,Yes,Yes,33,Venmo,Fortnightly
4.9,52,Male,Boots,73,Oklahoma,L,Cyan,Winter,Yes,PayPal,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,15,Bank Transfer,Bi-Weekly
3.5,67,Male,Sunglasses,42,Indiana,M,White,Winter,Yes,Credit Card,Store_Pickup,Store_Pickup,Yes,Yes,4,PayPal,Bi-Weekly
4.2,43,Male,Scarf,20,Maryland,M,Charcoal,Spring,Yes,Debit Card,Free_Shipping,Free_Shipping,Yes,Yes,25,Debit Card,Annually
4.7,58,Male,Jewelry,30,South Dakota,XL,Violet,Spring,Yes,Venmo,Express,Express,Yes,Yes,20,Credit Card,Every 3 Months
4.5,20,Male,Handbag,53,West Virginia,M,Red,Summer,Yes,PayPal,Express,Express,Yes,Yes,5,Credit Card,Quarterly
2.8,61,Male,Gloves,74,Alabama,S,Lavender,Spring,Yes,Venmo,Express,Express,Yes,Yes,16,Cash,Quarterly
2.9,32,Male,Jeans,57,Louisiana,M,Gold,Fall,Yes,Credit Card,Standard,Standard,Yes,Yes,13,Debit Card,Annually
3.2,38,Male,Hat,57,Montana,S,Red,Winter,Yes,Bank Transfer,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,11,Credit Card,Every 3 Months
4.9,21,Male,Jeans,77,California,L,Magenta,Winter,Yes,Cash,Standard,Standard,Yes,Yes,21,Credit Card,Annually
3.7,37,Male,Pants,40,Hawaii,M,Teal,Summer,Yes,Cash,Next_Day_Air,Next_Day_Air,Yes,Yes,6,Debit Card,Annually
4.3,27,Male,Shorts,46,Iowa,M,Purple,Summer,Yes,Credit Card,Store_Pickup,Store_Pickup,Yes,Yes,29,Venmo,Monthly
3.9,36,Male,Pants,78,Colorado,S,Charcoal,Fall,Yes,Venmo,Store_Pickup,Store_Pickup,Yes,Yes,15,Cash,Annually
3.2,32,Male,Backpack,59,Michigan,M,Gray,Spring,Yes,Venmo,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,17,Bank Transfer,Bi-Weekly
3.1,51,Male,Jewelry,75,Louisiana,L,White,Summer,Yes,Cash,Express,Express,Yes,Yes,32,Credit Card,Weekly
3.9,64,Male,Sweater,54,Maryland,M,Olive,Spring,Yes,Venmo,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,42,Venmo,Annually
2.6,68,Male,Shoes,42,Georgia,M,Charcoal,Spring,Yes,Venmo,Store_Pickup,Store_Pickup,Yes,Yes,21,Cash,Monthly
3.3,68,Male,Blouse,44,Georgia,M,Charcoal,Winter,Yes,PayPal,Next_Day_Air,Next_Day_Air,Yes,Yes,9,Cash,Bi-Weekly
4.6,33,Male,Jeans,52,North Dakota,XL,Orange,Fall,Yes,Debit Card,Free_Shipping,Free_Shipping,Yes,Yes,16,Bank Transfer,Annually
4.6,65,Male,Sunglasses,69,Maryland,XL,Yellow,Summer,Yes,Credit Card,Express,Express,Yes,Yes,42,Credit Card,Fortnightly
4.4,48,Male,Jewelry,26,Oregon,M,Beige,Summer,Yes,PayPal,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,37,Debit Card,Bi-Weekly
4.2,69,Male,Coat,33,North Dakota,S,Silver,Spring,Yes,Cash,Express,Express,Yes,Yes,32,Debit Card,Quarterly
3.0,59,Male,Jewelry,32,Maryland,M,Indigo,Spring,Yes,Credit Card,Express,Express,Yes,Yes,28,Cash,Bi-Weekly
4.0,48,Male,Backpack,85,Virginia,XL,Lavender,Winter,Yes,Debit Card,Express,Express,Yes,Yes,13,Credit Card,Weekly
3.5,25,Male,Skirt,30,South Dakota,XL,Turquoise,Fall,Yes,Debit Card,Express,Express,Yes,Yes,11,Bank Transfer,Fortnightly
3.0,29,Male,Shirt,29,Georgia,M,Green,Winter,Yes,Credit Card,Store_Pickup,Store_Pickup,Yes,Yes,36,Bank Transfer,Bi-Weekly
3.7,57,Male,Sweater,95,Hawaii,M,Orange,Spring,Yes,Bank Transfer,Express,Express,Yes,Yes,23,Debit Card,Annually
4.0,23,Male,Sneakers,69,Arkansas,L,Turquoise,Summer,Yes,Credit Card,Standard,Standard,Yes,Yes,37,Bank Transfer,Monthly
4.2,45,Male,Sandals,69,Montana,S,Cyan,Fall,Yes,Debit Card,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,21,Cash,Bi-Weekly
2.5,38,Male,Belt,61,Oklahoma,XL,Charcoal,Spring,Yes,Bank Transfer,Standard,Standard,Yes,Yes,22,Debit Card,Bi-Weekly
3.0,21,Male,Skirt,94,Minnesota,M,Teal,Summer,Yes,Debit Card,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,9,Cash,Monthly
3.2,32,Male,Sweater,30,Montana,S,Maroon,Fall,Yes,Debit Card,Next_Day_Air,Next_Day_Air,Yes,Yes,16,Venmo,Annually
3.5,63,Male,Skirt,45,Ohio,M,Red,Summer,Yes,PayPal,Standard,Standard,Yes,Yes,4,PayPal,Quarterly
4.8,29,Male,Handbag,39,Kentucky,XL,Yellow,Summer,Yes,Credit Card,Express,Express,Yes,Yes,3,Debit Card,Bi-Weekly
2.6,27,Male,Jewelry,51,Nebraska,L,Gray,Summer,Yes,Cash,Store_Pickup,Store_Pickup,Yes,Yes,6,Debit Card,Annually
3.4,56,Male,Scarf,37,Delaware,L,Blue,Spring,Yes,Cash,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,18,Venmo,Fortnightly
3.7,30,Male,T-shirt,62,North Carolina,M,Lavender,Winter,Yes,Credit Card,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,34,Venmo,Bi-Weekly
4.5,49,Male,Coat,85,New York,M,Yellow,Fall,Yes,Debit Card,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,26,Credit Card,Monthly
3.7,58,Male,T-shirt,33,Colorado,M,Indigo,Winter,Yes,Bank Transfer,Standard,Standard,Yes,Yes,50,PayPal,Weekly
3.3,57,Male,Dress,26,Delaware,XL,Violet,Fall,Yes,Credit Card,Next_Day_Air,Next_Day_Air,Yes,Yes,40,Bank Transfer,Monthly
4.7,60,Male,Shoes,99,Utah,M,Green,Spring,Yes,Credit Card,Free_Shipping,Free_Shipping,Yes,Yes,24,Cash,Quarterly
2.7,69,Male,Handbag,39,Connecticut,M,White,Spring,Yes,PayPal,Express,Express,Yes,Yes,33,PayPal,Annually
4.6,70,Male,Skirt,20,New Jersey,M,Gold,Spring,Yes,Cash,Store_Pickup,Store_Pickup,Yes,Yes,19,Credit Card,Every 3 Months
2.7,53,Male,Sunglasses,42,West Virginia,M,Indigo,Winter,Yes,Venmo,Store_Pickup,Store_Pickup,Yes,Yes,24,Credit Card,Quarterly
4.8,25,Male,Sandals,74,Indiana,S,Lavender,Spring,Yes,PayPal,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,19,Credit Card,Weekly
4.4,48,Male,Shoes,26,Delaware,XL,Purple,Summer,Yes,Bank Transfer,Standard,Standard,Yes,Yes,4,Credit Card,Bi-Weekly
4.0,69,Male,T-shirt,53,Maryland,M,Lavender,Winter,Yes,Cash,Standard,Standard,Yes,Yes,11,Venmo,Every 3 Months
3.2,25,Male,Sneakers,80,Pennsylvania,M,Maroon,Summer,Yes,Credit Card,Next_Day_Air,Next_Day_Air,Yes,Yes,28,PayPal,Fortnightly
4.4,29,Male,Hat,98,Iowa,M,Teal,Spring,Yes,Cash,Store_Pickup,Store_Pickup,Yes,Yes,24,PayPal,Weekly
3.8,46,Male,Skirt,95,Pennsylvania,M,Green,Spring,Yes,Debit Card,Standard,Standard,Yes,Yes,25,Credit Card,Every 3 Months
3.6,37,Male,Sweater,44,Delaware,L,Olive,Summer,Yes,Venmo,Express,Express,Yes,Yes,27,Bank Transfer,Every 3 Months
3.3,20,Male,Sandals,60,Oregon,M,Turquoise,Summer,Yes,Cash,Next_Day_Air,Next_Day_Air,Yes,Yes,49,Venmo,Weekly
3.4,40,Male,Dress,84,Oregon,M,Green,Winter,Yes,Venmo,Next_Day_Air,Next_Day_Air,Yes,Yes,45,Credit Card,Bi-Weekly
3.5,60,Male,Sweater,59,Utah,M,Teal,Fall,Yes,Debit Card,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,26,PayPal,Annually
3.6,26,Male,Jacket,49,North Dakota,S,White,Summer,Yes,Debit Card,Express,Express,Yes,Yes,4,Cash,Annually
3.2,29,Male,Gloves,32,Florida,M,Orange,Winter,Yes,Cash,Free_Shipping,Free_Shipping,Yes,Yes,3,Credit Card,Every 3 Months
3.7,66,Male,Handbag,29,Maryland,M,Beige,Fall,Yes,Bank Transfer,Standard,Standard,Yes,Yes,45,Venmo,Bi-Weekly
4.5,66,Male,Dress,22,Minnesota,M,Yellow,Spring,Yes,Bank Transfer,Standard,Standard,Yes,Yes,21,Cash,Fortnightly
4.6,56,Male,Pants,85,Montana,M,Charcoal,Winter,Yes,Debit Card,Standard,Standard,Yes,Yes,50,Cash,Fortnightly
4.1,69,Male,Jeans,52,Rhode Island,L,Silver,Winter,Yes,Debit Card,Store_Pickup,Store_Pickup,Yes,Yes,19,Bank Transfer,Monthly
3.4,38,Male,Pants,89,Massachusetts,L,Green,Spring,Yes,Bank Transfer,Next_Day_Air,Next_Day_Air,Yes,Yes,6,PayPal,Annually
3.7,42,Male,Dress,77,Vermont,M,Pink,Spring,Yes,PayPal,Express,Express,Yes,Yes,50,Credit Card,Every 3 Months
3.3,30,Male,Pants,24,New Jersey,M,Purple,Summer,Yes,PayPal,Store_Pickup,Store_Pickup,Yes,Yes,17,Debit Card,Every 3 Months
4.5,66,Male,Jewelry,24,Wisconsin,XL,Orange,Spring,Yes,Venmo,Express,Express,Yes,Yes,24,Debit Card,Annually
3.3,36,Male,Handbag,22,California,M,Charcoal,Fall,Yes,Bank Transfer,Free_Shipping,Free_Shipping,Yes,Yes,46,Venmo,Monthly
4.3,58,Male,Sweater,82,West Virginia,L,Teal,Fall,Yes,Bank Transfer,Standard,Standard,Yes,Yes,42,Cash,Every 3 Months
2.5,45,Male,Backpack,67,South Dakota,M,Beige,Winter,Yes,PayPal,Standard,Standard,Yes,Yes,10,Cash,Annually
2.6,47,Male,Shorts,74,Maine,XL,White,Spring,Yes,Venmo,Standard,Standard,Yes,Yes,1,Cash,Every 3 Months
4.9,66,Male,Jewelry,72,Kansas,L,White,Summer,Yes,PayPal,Standard,Standard,Yes,Yes,28,Debit Card,Quarterly
4.7,41,Male,Sneakers,36,Vermont,L,Orange,Summer,Yes,Credit Card,Free_Shipping,Free_Shipping,Yes,Yes,48,Debit Card,Quarterly
3.0,41,Male,Belt,95,Tennessee,S,Cyan,Winter,Yes,Credit Card,Standard,Standard,Yes,Yes,47,Credit Card,Monthly
3.5,66,Male,Hoodie,78,Tennessee,M,Orange,Winter,Yes,Venmo,Next_Day_Air,Next_Day_Air,Yes,Yes,29,PayPal,Bi-Weekly
4.8,37,Male,Shirt,82,Wyoming,M,Olive,Summer,Yes,Credit Card,Standard,Standard,Yes,Yes,37,Venmo,Quarterly
4.3,70,Male,Pants,70,Vermont,M,Charcoal,Winter,Yes,Debit Card,Free_Shipping,Free_Shipping,Yes,Yes,38,Debit Card,Annually
3.2,62,Male,Scarf,41,New Jersey,M,White,Fall,Yes,Cash,Store_Pickup,Store_Pickup,Yes,Yes,48,Bank Transfer,Weekly
3.1,61,Male,Coat,42,Iowa,M,Teal,Summer,Yes,PayPal,Free_Shipping,Free_Shipping,Yes,Yes,36,PayPal,Weekly
2.8,48,Male,Coat,50,Florida,M,Yellow,Fall,Yes,Debit Card,Free_Shipping,Free_Shipping,Yes,Yes,9,Credit Card,Weekly
2.9,70,Male,Socks,31,Nevada,S,White,Summer,Yes,Debit Card,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,34,Bank Transfer,Monthly
3.7,46,Male,Sweater,51,North Dakota,M,Beige,Winter,Yes,Bank Transfer,Express,Express,Yes,Yes,43,Venmo,Bi-Weekly
3.3,31,Male,Shirt,98,Florida,L,Beige,Fall,Yes,Credit Card,Store_Pickup,Store_Pickup,Yes,Yes,46,PayPal,Quarterly
2.8,19,Male,Shirt,86,New York,M,Maroon,Winter,Yes,Cash,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,5,Credit Card,Monthly
4.5,39,Male,Sweater,64,Alaska,M,Teal,Winter,Yes,Cash,Standard,Standard,Yes,Yes,15,Bank Transfer,Bi-Weekly
2.6,41,Male,Blouse,46,Kansas,M,Lavender,Fall,Yes,PayPal,Next_Day_Air,Next_Day_Air,Yes,Yes,30,Credit Card,Annually
3.7,20,Male,Sweater,85,Oregon,L,Maroon,Spring,Yes,Cash,Standard,Standard,Yes,Yes,44,Venmo,Every 3 Months
4.4,36,Male,Hat,81,Rhode Island,S,Orange,Fall,Yes,Debit Card,Express,Express,Yes,Yes,16,PayPal,Annually
4.3,32,Male,Sweater,59,New Mexico,M,Cyan,Winter,Yes,Cash,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,16,Bank Transfer,Annually
3.5,69,Male,Hoodie,79,Massachusetts,M,Silver,Winter,Yes,Venmo,Express,Express,Yes,Yes,16,Cash,Weekly
3.8,40,Male,Shorts,33,Pennsylvania,M,Teal,Spring,Yes,Credit Card,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,21,Credit Card,Every 3 Months
3.5,40,Male,Shorts,47,New Jersey,L,Blue,Summer,Yes,Cash,Express,Express,Yes,Yes,39,Venmo,Every 3 Months
4.6,20,Male,Hat,20,Utah,S,Blue,Summer,Yes,Credit Card,Store_Pickup,Store_Pickup,Yes,Yes,40,Debit Card,Bi-Weekly
2.6,64,Male,Coat,36,Kentucky,M,Olive,Spring,Yes,Bank Transfer,Next_Day_Air,Next_Day_Air,Yes,Yes,48,Credit Card,Every 3 Months
4.4,27,Male,Sandals,39,Nebraska,M,Purple,Summer,Yes,Cash,Next_Day_Air,Next_Day_Air,Yes,Yes,26,Venmo,Monthly
4.0,24,Male,Skirt,71,Virginia,M,Charcoal,Winter,Yes,PayPal,Standard,Standard,Yes,Yes,46,Debit Card,Monthly
4.4,48,Male,Shoes,59,Wyoming,S,Olive,Winter,Yes,Cash,Next_Day_Air,Next_Day_Air,Yes,Yes,27,Bank Transfer,Annually
4.7,49,Male,Jeans,50,New Mexico,L,Violet,Spring,Yes,Credit Card,Next_Day_Air,Next_Day_Air,Yes,Yes,5,Cash,Weekly
3.9,36,Male,Sandals,41,Oregon,L,Red,Fall,Yes,Credit Card,Store_Pickup,Store_Pickup,Yes,Yes,43,PayPal,Fortnightly
2.7,56,Male,Blouse,59,South Carolina,M,Beige,Fall,Yes,Bank Transfer,Free_Shipping,Free_Shipping,Yes,Yes,17,PayPal,Fortnightly
3.7,37,Male,Hat,87,Arizona,M,Green,Winter,Yes,Cash,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,3,Bank Transfer,Bi-Weekly
2.6,42,Male,Sweater,68,Kentucky,M,Violet,Spring,Yes,Venmo,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,47,Bank Transfer,Fortnightly
3.9,28,Male,Skirt,90,New York,M,Teal,Winter,Yes,Cash,Standard,Standard,Yes,Yes,24,Debit Card,Bi-Weekly
4.9,27,Male,Jeans,71,Texas,XL,Yellow,Fall,Yes,Venmo,Next_Day_Air,Next_Day_Air,Yes,Yes,12,Cash,Every 3 Months
4.1,63,Male,Sneakers,64,Missouri,L,Yellow,Fall,Yes,Credit Card,Store_Pickup,Store_Pickup,Yes,Yes,35,Debit Card,Monthly
3.0,58,Male,Jewelry,76,Pennsylvania,S,Olive,Fall,Yes,PayPal,Free_Shipping,Free_Shipping,Yes,Yes,42,Venmo,Weekly
4.1,37,Male,Jewelry,42,Oregon,XL,Magenta,Fall,Yes,Credit Card,Two-Day_Shipping,Two-Day_Shipping,Yes,Yes,1,PayPal,Every 3 Months
3.8,56,Male,Pants,80,Nevada,L,Black,Spring,Yes,Debit Card,Standard,Standard,Yes,Yes,27,Cash,Weekly
